資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20260327,000815,14,0,0,0.00
20260327,000815,15,1,692412444,100.00
20260327,000815,16,0,0,0.00
20260327,000815,17,1,692412444,100.00
20260327,000856,1,0,0,0.00
20260327,000856,2,0,0,0.00
20260327,000856,3,0,0,0.00
20260327,000856,4,0,0,0.00
20260327,000856,5,0,0,0.00
20260327,000856,6,0,0,0.00
20260327,000856,7,0,0,0.00
20260327,000856,8,0,0,0.00
20260327,000856,9,0,0,0.00
20260327,000856,10,0,0,0.00
20260327,000856,11,0,0,0.00
20260327,000856,12,0,0,0.00
20260327,000856,13,0,0,0.00
20260327,000856,14,0,0,0.00
20260327,000856,15,1,231800000,100.00
20260327,000856,16,0,0,0.00
20260327,000856,17,1,231800000,100.00
20260327,0050  ,1,1070312,313507249,1.72
20260327,0050  ,2,1077047,2463168056,13.56
20260327,0050  ,3,266134,1966724729,10.83
20260327,0050  ,4,105595,1309977685,7.21
20260327,0050  ,5,59928,1061474557,5.84
20260327,0050  ,6,53879,1330627485,7.33
20260327,0050  ,7,26239,920166528,5.06
20260327,0050  ,8,14337,648488921,3.57
20260327,0050  ,9,24058,1655604002,9.12
20260327,0050  ,10,7660,1036984459,5.71
20260327,0050  ,11,2091,557294362,3.07
20260327,0050  ,12,377,181534366,1.00
20260327,0050  ,13,121,83270469,0.45
20260327,0050  ,14,60,54338684,0.29
20260327,0050  ,15,235,4568875448,25.17
20260327,0050  ,16,2,37000,0.00
20260327,0050  ,17,2708073,18152000000,100.00
20260327,0051  ,1,6541,1387092,5.66
20260327,0051  ,2,4342,8565888,34.96
20260327,0051  ,3,468,3433495,14.01
20260327,0051  ,4,136,1673654,6.83
20260327,0051  ,5,76,1369217,5.58
20260327,0051  ,6,42,1074388,4.38
20260327,0051  ,7,17,585497,2.38
20260327,0051  ,8,9,410809,1.67
20260327,0051  ,9,16,1007636,4.11
20260327,0051  ,10,5,627492,2.56
20260327,0051  ,11,3,775538,3.16
20260327,0051  ,12,1,563000,2.29
20260327,0051  ,13,3,2171087,8.86
20260327,0051  ,14,1,855207,3.49
20260327,0051  ,15,0,0,0.00
20260327,0051  ,16,0,0,0.00
20260327,0051  ,17,11660,24500000,100.00
20260327,0052  ,1,113076,30563945,1.22
20260327,0052  ,2,245281,524708824,20.95
20260327,0052  ,3,48997,382748260,15.28
20260327,0052  ,4,15768,202603006,8.09
20260327,0052  ,5,8465,155188973,6.19
20260327,0052  ,6,7822,196902395,7.86
20260327,0052  ,7,3117,110792413,4.42
20260327,0052  ,8,1902,88119058,3.51
20260327,0052  ,9,2883,203943843,8.14
20260327,0052  ,10,821,111843775,4.46
20260327,0052  ,11,242,66168976,2.64
20260327,0052  ,12,40,19724051,0.78
20260327,0052  ,13,31,21738000,0.86
20260327,0052  ,14,13,11963811,0.47
20260327,0052  ,15,67,376490670,15.03
20260327,0052  ,16,0,0,0.00
20260327,0052  ,17,448525,2503500000,100.00
20260327,0053  ,1,2040,190596,3.82
20260327,0053  ,2,756,1457809,29.22
20260327,0053  ,3,73,593157,11.89
20260327,0053  ,4,11,142900,2.86
20260327,0053  ,5,15,286000,5.73
20260327,0053  ,6,5,137000,2.74
20260327,0053  ,7,2,70000,1.40
20260327,0053  ,8,4,184000,3.68
20260327,0053  ,9,4,279896,5.61
20260327,0053  ,10,0,0,0.00
20260327,0053  ,11,2,548642,10.99
20260327,0053  ,12,0,0,0.00
20260327,0053  ,13,0,0,0.00
20260327,0053  ,14,0,0,0.00
20260327,0053  ,15,1,1098000,22.01
20260327,0053  ,16,0,0,0.00
20260327,0053  ,17,2913,4988000,100.00
20260327,0055  ,1,3236,910904,1.13
20260327,0055  ,2,6176,12880133,16.06
20260327,0055  ,3,1029,8096862,10.10
20260327,0055  ,4,279,3547295,4.42
20260327,0055  ,5,191,3487224,4.35
20260327,0055  ,6,121,3123487,3.89
20260327,0055  ,7,50,1775196,2.21
20260327,0055  ,8,30,1408612,1.75
20260327,0055  ,9,49,3422097,4.26
20260327,0055  ,10,21,2701799,3.37
20260327,0055  ,11,11,3236516,4.03
20260327,0055  ,12,9,4096531,5.11
20260327,0055  ,13,2,1427000,1.78
20260327,0055  ,14,1,999842,1.24
20260327,0055  ,15,3,29040502,36.23
20260327,0055  ,16,0,0,0.00
20260327,0055  ,17,11208,80154000,100.00
20260327,0056  ,1,300508,93052346,0.67
20260327,0056  ,2,744520,1753988172,12.63
20260327,0056  ,3,217067,1678358067,12.08
20260327,0056  ,4,92993,1177814405,8.48
20260327,0056  ,5,55353,1003434919,7.22
20260327,0056  ,6,53843,1358598458,9.78
20260327,0056  ,7,25551,904174594,6.51
20260327,0056  ,8,15497,715715326,5.15
20260327,0056  ,9,25579,1797640106,12.94
20260327,0056  ,10,8146,1103980399,7.95
20260327,0056  ,11,2076,563536383,4.05
20260327,0056  ,12,384,187957673,1.35
20260327,0056  ,13,117,81562914,0.58
20260327,0056  ,14,56,51462836,0.37
20260327,0056  ,15,142,1411274402,10.16
20260327,0056  ,16,2,17000,0.00
20260327,0056  ,17,1541832,13882534000,100.00
20260327,0057  ,1,640,52206,3.41
20260327,0057  ,2,118,225220,14.74
20260327,0057  ,3,10,73922,4.84
20260327,0057  ,4,7,85100,5.57
20260327,0057  ,5,1,16000,1.04
20260327,0057  ,6,3,72500,4.74
20260327,0057  ,7,1,32000,2.09
20260327,0057  ,8,0,0,0.00
20260327,0057  ,9,1,53000,3.47
20260327,0057  ,10,5,682000,44.66
20260327,0057  ,11,1,235052,15.39
20260327,0057  ,12,0,0,0.00
20260327,0057  ,13,0,0,0.00
20260327,0057  ,14,0,0,0.00
20260327,0057  ,15,0,0,0.00
20260327,0057  ,16,0,0,0.00
20260327,0057  ,17,787,1527000,100.00
20260327,0061  ,1,737,189161,0.17
20260327,0061  ,2,3898,9218358,8.37
20260327,0061  ,3,958,7988165,7.25
20260327,0061  ,4,353,4635083,4.20
20260327,0061  ,5,271,5112081,4.64
20260327,0061  ,6,261,6742709,6.12
20260327,0061  ,7,128,4686072,4.25
20260327,0061  ,8,92,4329464,3.93
20260327,0061  ,9,165,12517635,11.36
20260327,0061  ,10,67,9033000,8.20
20260327,0061  ,11,42,12011187,10.90
20260327,0061  ,12,8,4239000,3.84
20260327,0061  ,13,8,5446000,4.94
20260327,0061  ,14,0,0,0.00
20260327,0061  ,15,5,23968085,21.76
20260327,0061  ,16,0,0,0.00
20260327,0061  ,17,6993,110116000,100.00
20260327,006201,1,666,127841,0.73
20260327,006201,2,1171,2479891,14.21
20260327,006201,3,183,1458383,8.35
20260327,006201,4,53,671112,3.84
20260327,006201,5,37,701000,4.01
20260327,006201,6,23,616573,3.53
20260327,006201,7,13,444728,2.54
20260327,006201,8,6,284242,1.62
20260327,006201,9,8,522000,2.99
20260327,006201,10,1,169000,0.96
20260327,006201,11,0,0,0.00
20260327,006201,12,2,998135,5.72
20260327,006201,13,1,602000,3.45
20260327,006201,14,2,1758095,10.07
20260327,006201,15,2,6613000,37.90
20260327,006201,16,0,0,0.00
20260327,006201,17,2168,17446000,100.00
20260327,006203,1,756,116743,1.14
20260327,006203,2,354,601588,5.88
20260327,006203,3,29,216375,2.11
20260327,006203,4,7,99522,0.97
20260327,006203,5,7,120122,1.17
20260327,006203,6,4,100000,0.97
20260327,006203,7,0,0,0.00
20260327,006203,8,2,84650,0.82
20260327,006203,9,2,158000,1.54
20260327,006203,10,1,112000,1.09
20260327,006203,11,2,574000,5.61
20260327,006203,12,2,903000,8.83
20260327,006203,13,0,0,0.00
20260327,006203,14,1,1000000,9.78
20260327,006203,15,2,6132000,60.01
20260327,006203,16,0,0,0.00
20260327,006203,17,1169,10218000,100.00
20260327,006204,1,844,118916,7.92
20260327,006204,2,295,511266,34.08
20260327,006204,3,13,94283,6.28
20260327,006204,4,3,40488,2.69
20260327,006204,5,3,55196,3.67
20260327,006204,6,3,74226,4.94
20260327,006204,7,0,0,0.00
20260327,006204,8,1,44000,2.93
20260327,006204,9,1,70000,4.66
20260327,006204,10,2,271000,18.06
20260327,006204,11,1,220625,14.70
20260327,006204,12,0,0,0.00
20260327,006204,13,0,0,0.00
20260327,006204,14,0,0,0.00
20260327,006204,15,0,0,0.00
20260327,006204,16,0,0,0.00
20260327,006204,17,1166,1500000,100.00
20260327,006205,1,3331,1034440,0.97
20260327,006205,2,4355,9812688,9.21
20260327,006205,3,1084,8318726,7.81
20260327,006205,4,361,4574692,4.29
20260327,006205,5,254,4675983,4.39
20260327,006205,6,201,5040676,4.73
20260327,006205,7,104,3712531,3.48
20260327,006205,8,40,1872509,1.75
20260327,006205,9,122,8719689,8.19
20260327,006205,10,55,7783337,7.31
20260327,006205,11,13,3574599,3.35
20260327,006205,12,14,7147824,6.71
20260327,006205,13,7,4970000,4.66
20260327,006205,14,2,1767000,1.66
20260327,006205,15,8,33434306,31.41
20260327,006205,16,0,0,0.00
20260327,006205,17,9951,106439000,100.00
20260327,006206,1,850,216173,0.69
20260327,006206,2,1788,4007727,12.81
20260327,006206,3,467,3745360,11.97
20260327,006206,4,156,1989083,6.35
20260327,006206,5,115,2135038,6.82
20260327,006206,6,99,2553043,8.16
20260327,006206,7,55,2015982,6.44
20260327,006206,8,36,1735331,5.54
20260327,006206,9,43,3206191,10.25
20260327,006206,10,14,1872578,5.98
20260327,006206,11,7,2050123,6.55
20260327,006206,12,2,1121361,3.58
20260327,006206,13,2,1537010,4.91
20260327,006206,14,0,0,0.00
20260327,006206,15,1,3093000,9.88
20260327,006206,16,0,0,0.00
20260327,006206,17,3635,31278000,100.00
20260327,006207,1,266,62740,0.25
20260327,006207,2,880,2060560,8.44
20260327,006207,3,216,1773461,7.27
20260327,006207,4,74,937614,3.84
20260327,006207,5,68,1273757,5.22
20260327,006207,6,58,1549354,6.35
20260327,006207,7,21,745000,3.05
20260327,006207,8,18,849854,3.48
20260327,006207,9,44,3219531,13.19
20260327,006207,10,19,2912000,11.93
20260327,006207,11,13,3972000,16.28
20260327,006207,12,3,1559876,6.39
20260327,006207,13,3,2081000,8.53
20260327,006207,14,0,0,0.00
20260327,006207,15,1,1395253,5.72
20260327,006207,16,0,0,0.00
20260327,006207,17,1684,24392000,100.00
20260327,006208,1,358117,108616275,5.82
20260327,006208,2,251423,538404991,28.88
20260327,006208,3,43514,311958057,16.73
20260327,006208,4,14013,172548268,9.25
20260327,006208,5,6606,116180011,6.23
20260327,006208,6,5412,132165550,7.09
20260327,006208,7,2159,74906892,4.01
20260327,006208,8,1012,45535301,2.44
20260327,006208,9,1422,94966544,5.09
20260327,006208,10,325,42330182,2.27
20260327,006208,11,62,16919531,0.90
20260327,006208,12,14,6436354,0.34
20260327,006208,13,8,5436599,0.29
20260327,006208,14,4,3755000,0.20
20260327,006208,15,39,193880445,10.40
20260327,006208,16,0,0,0.00
20260327,006208,17,684130,1864040000,100.00
20260327,00625K,1,0,0,0.00
20260327,00625K,2,5,16000,4.80
20260327,00625K,3,1,10000,3.00
20260327,00625K,4,1,12000,3.60
20260327,00625K,5,1,16000,4.80
20260327,00625K,6,1,23000,6.90
20260327,00625K,7,1,35000,10.51
20260327,00625K,8,0,0,0.00
20260327,00625K,9,2,107000,32.13
20260327,00625K,10,1,114000,34.23
20260327,00625K,11,0,0,0.00
20260327,00625K,12,0,0,0.00
20260327,00625K,13,0,0,0.00
20260327,00625K,14,0,0,0.00
20260327,00625K,15,0,0,0.00
20260327,00625K,16,0,0,0.00
20260327,00625K,17,13,333000,100.00
20260327,00631O,1,61435,12040712,7.22
20260327,00631O,2,23110,45829332,27.51
20260327,00631O,3,3109,22690991,13.62
20260327,00631O,4,999,12579983,7.55
20260327,00631O,5,471,8389564,5.03
20260327,00631O,6,394,9761566,5.85
20260327,00631O,7,186,6469006,3.88
20260327,00631O,8,98,4494746,2.69
20260327,00631O,9,151,10649964,6.39
20260327,00631O,10,34,4657220,2.79
20260327,00631O,11,13,3741146,2.24
20260327,00631O,12,3,1590000,0.95
20260327,00631O,13,3,1992000,1.19
20260327,00631O,14,2,1849059,1.10
20260327,00631O,15,7,19848711,11.91
20260327,00631O,16,0,0,0.00
20260327,00631O,17,90015,166584000,100.00
20260327,00632R,1,11360,4383686,0.22
20260327,00632R,2,19791,49350137,2.50
20260327,00632R,3,7744,60893523,3.09
20260327,00632R,4,3749,48394743,2.46
20260327,00632R,5,2847,52216065,2.65
20260327,00632R,6,3324,85100817,4.32
20260327,00632R,7,1899,68108684,3.46
20260327,00632R,8,1558,71999345,3.66
20260327,00632R,9,3261,238785762,12.14
20260327,00632R,10,1785,253572237,12.89
20260327,00632R,11,832,231975593,11.79
20260327,00632R,12,263,130026872,6.61
20260327,00632R,13,130,90945843,4.62
20260327,00632R,14,69,62371125,3.17
20260327,00632R,15,160,518584298,26.36
20260327,00632R,16,1,1000,0.00
20260327,00632R,17,58772,1966707730,100.00
20260327,00633L,1,260,48328,0.02
20260327,00633L,2,1918,4762888,2.79
20260327,00633L,3,725,5941895,3.48
20260327,00633L,4,327,4276848,2.50
20260327,00633L,5,278,5173999,3.03
20260327,00633L,6,308,8067057,4.73
20260327,00633L,7,149,5317131,3.11
20260327,00633L,8,128,5993323,3.51
20260327,00633L,9,292,21726858,12.74
20260327,00633L,10,149,21134000,12.39
20260327,00633L,11,73,20933000,12.28
20260327,00633L,12,21,9987412,5.85
20260327,00633L,13,15,10489000,6.15
20260327,00633L,14,5,4421000,2.59
20260327,00633L,15,20,42185261,24.74
20260327,00633L,16,0,0,0.00
20260327,00633L,17,4668,170458000,100.00
20260327,00634R,1,50,4667,0.00
20260327,00634R,2,323,802224,1.69
20260327,00634R,3,123,1049738,2.22
20260327,00634R,4,52,687400,1.45
20260327,00634R,5,43,812632,1.71
20260327,00634R,6,53,1404801,2.97
20260327,00634R,7,34,1207000,2.55
20260327,00634R,8,30,1412800,2.98
20260327,00634R,9,57,4148000,8.77
20260327,00634R,10,32,4763597,10.08
20260327,00634R,11,20,5796000,12.26
20260327,00634R,12,3,1690000,3.57
20260327,00634R,13,4,2779000,5.88
20260327,00634R,14,2,1829000,3.87
20260327,00634R,15,7,18869141,39.92
20260327,00634R,16,0,0,0.00
20260327,00634R,17,833,47256000,100.00
20260327,00635U,1,25602,6191297,1.73
20260327,00635U,2,34416,69931037,19.61
20260327,00635U,3,4764,37173724,10.42
20260327,00635U,4,1459,18732160,5.25
20260327,00635U,5,961,17825199,4.99
20260327,00635U,6,766,19477210,5.46
20260327,00635U,7,371,13349860,3.74
20260327,00635U,8,179,8362661,2.34
20260327,00635U,9,360,25756638,7.22
20260327,00635U,10,135,18641485,5.22
20260327,00635U,11,47,12798138,3.58
20260327,00635U,12,12,5996000,1.68
20260327,00635U,13,4,2991000,0.83
20260327,00635U,14,0,0,0.00
20260327,00635U,15,20,99287591,27.84
20260327,00635U,16,0,0,0.00
20260327,00635U,17,69096,356514000,100.00
20260327,00636 ,1,1545,450079,0.38
20260327,00636 ,2,4919,11600170,9.80
20260327,00636 ,3,1281,10361378,8.75
20260327,00636 ,4,514,6590190,5.56
20260327,00636 ,5,347,6466025,5.46
20260327,00636 ,6,326,8376053,7.07
20260327,00636 ,7,152,5528425,4.67
20260327,00636 ,8,104,4899597,4.14
20260327,00636 ,9,182,13377847,11.30
20260327,00636 ,10,99,13754466,11.62
20260327,00636 ,11,23,6485902,5.48
20260327,00636 ,12,13,6324270,5.34
20260327,00636 ,13,5,3508000,2.96
20260327,00636 ,14,2,1831000,1.54
20260327,00636 ,15,8,18771598,15.86
20260327,00636 ,16,0,0,0.00
20260327,00636 ,17,9520,118325000,100.00
20260327,00636K,1,3,1400,2.25
20260327,00636K,2,4,10500,16.90
20260327,00636K,3,1,5700,9.17
20260327,00636K,4,0,0,0.00
20260327,00636K,5,0,0,0.00
20260327,00636K,6,0,0,0.00
20260327,00636K,7,0,0,0.00
20260327,00636K,8,1,44500,71.65
20260327,00636K,9,0,0,0.00
20260327,00636K,10,0,0,0.00
20260327,00636K,11,0,0,0.00
20260327,00636K,12,0,0,0.00
20260327,00636K,13,0,0,0.00
20260327,00636K,14,0,0,0.00
20260327,00636K,15,0,0,0.00
20260327,00636K,16,0,0,0.00
20260327,00636K,17,9,62100,100.00
20260327,00637L,1,698,126928,0.01
20260327,00637L,2,5775,15236383,1.45
20260327,00637L,3,2536,21260220,2.02
20260327,00637L,4,1124,14839934,1.41
20260327,00637L,5,1061,19922912,1.90
20260327,00637L,6,1088,28564928,2.72
20260327,00637L,7,684,24810902,2.36
20260327,00637L,8,513,24032955,2.29
20260327,00637L,9,1171,86976605,8.30
20260327,00637L,10,732,105771542,10.09
20260327,00637L,11,388,109802036,10.48
20260327,00637L,12,153,74933000,7.15
20260327,00637L,13,59,40786000,3.89
20260327,00637L,14,40,36657000,3.49
20260327,00637L,15,128,443884655,42.37
20260327,00637L,16,0,0,0.00
20260327,00637L,17,16150,1047606000,100.00
20260327,00638R,1,61,7191,0.02
20260327,00638R,2,216,548025,1.92
20260327,00638R,3,89,765294,2.69
20260327,00638R,4,40,536066,1.88
20260327,00638R,5,40,757865,2.66
20260327,00638R,6,30,770500,2.70
20260327,00638R,7,21,767000,2.69
20260327,00638R,8,14,646000,2.27
20260327,00638R,9,26,1829000,6.42
20260327,00638R,10,24,3657000,12.85
20260327,00638R,11,9,2422648,8.51
20260327,00638R,12,6,2926000,10.28
20260327,00638R,13,0,0,0.00
20260327,00638R,14,2,1974597,6.94
20260327,00638R,15,2,10840814,38.10
20260327,00638R,16,0,0,0.00
20260327,00638R,17,580,28448000,100.00
20260327,00639 ,1,1152,386679,0.31
20260327,00639 ,2,2831,6953686,5.58
20260327,00639 ,3,1025,8281282,6.65
20260327,00639 ,4,360,4645034,3.73
20260327,00639 ,5,366,6749839,5.42
20260327,00639 ,6,311,8086518,6.50
20260327,00639 ,7,152,5452617,4.38
20260327,00639 ,8,105,4887838,3.92
20260327,00639 ,9,217,15958645,12.82
20260327,00639 ,10,108,15276878,12.28
20260327,00639 ,11,35,10425206,8.38
20260327,00639 ,12,9,4442000,3.57
20260327,00639 ,13,5,3461000,2.78
20260327,00639 ,14,6,5471000,4.39
20260327,00639 ,15,11,23924778,19.23
20260327,00639 ,16,0,0,0.00
20260327,00639 ,17,6693,124403000,100.00
20260327,00640L,1,877,192140,1.43
20260327,00640L,2,953,2047986,15.26
20260327,00640L,3,186,1407049,10.48
20260327,00640L,4,63,809894,6.03
20260327,00640L,5,46,835966,6.22
20260327,00640L,6,35,880631,6.56
20260327,00640L,7,10,354371,2.64
20260327,00640L,8,11,504646,3.76
20260327,00640L,9,18,1185505,8.83
20260327,00640L,10,8,1120000,8.34
20260327,00640L,11,1,300000,2.23
20260327,00640L,12,3,1336000,9.95
20260327,00640L,13,0,0,0.00
20260327,00640L,14,0,0,0.00
20260327,00640L,15,2,2444812,18.21
20260327,00640L,16,0,0,0.00
20260327,00640L,17,2213,13419000,100.00
20260327,00641R,1,76,13946,0.01
20260327,00641R,2,481,1283826,1.64
20260327,00641R,3,206,1760635,2.24
20260327,00641R,4,105,1368968,1.74
20260327,00641R,5,99,1870821,2.39
20260327,00641R,6,99,2622945,3.35
20260327,00641R,7,52,1896786,2.42
20260327,00641R,8,44,2068000,2.64
20260327,00641R,9,124,9271630,11.84
20260327,00641R,10,59,8410000,10.74
20260327,00641R,11,29,8202000,10.48
20260327,00641R,12,12,6434000,8.22
20260327,00641R,13,1,720000,0.92
20260327,00641R,14,5,4694000,5.99
20260327,00641R,15,11,27640443,35.31
20260327,00641R,16,0,0,0.00
20260327,00641R,17,1403,78258000,100.00
20260327,00642U,1,4244,912473,0.32
20260327,00642U,2,17085,36165411,12.85
20260327,00642U,3,2853,24001671,8.53
20260327,00642U,4,854,11294797,4.01
20260327,00642U,5,784,15005543,5.33
20260327,00642U,6,543,14482353,5.14
20260327,00642U,7,324,12030455,4.27
20260327,00642U,8,180,8576800,3.04
20260327,00642U,9,288,21636512,7.69
20260327,00642U,10,94,13466426,4.78
20260327,00642U,11,52,14769000,5.24
20260327,00642U,12,9,4502000,1.60
20260327,00642U,13,9,5910792,2.10
20260327,00642U,14,2,1810000,0.64
20260327,00642U,15,16,96756767,34.39
20260327,00642U,16,0,0,0.00
20260327,00642U,17,27337,281321000,100.00
20260327,00643 ,1,345,86051,0.09
20260327,00643 ,2,1871,4917488,5.34
20260327,00643 ,3,628,5354470,5.81
20260327,00643 ,4,228,3013940,3.27
20260327,00643 ,5,165,3128933,3.39
20260327,00643 ,6,181,4702064,5.10
20260327,00643 ,7,91,3355934,3.64
20260327,00643 ,8,83,3950880,4.29
20260327,00643 ,9,124,9332367,10.13
20260327,00643 ,10,67,9960727,10.81
20260327,00643 ,11,19,5524000,5.99
20260327,00643 ,12,9,4429000,4.81
20260327,00643 ,13,5,3452000,3.74
20260327,00643 ,14,5,4568000,4.96
20260327,00643 ,15,7,26297146,28.56
20260327,00643 ,16,0,0,0.00
20260327,00643 ,17,3828,92073000,100.00
20260327,00643K,1,0,0,0.00
20260327,00643K,2,3,10000,7.87
20260327,00643K,3,0,0,0.00
20260327,00643K,4,0,0,0.00
20260327,00643K,5,0,0,0.00
20260327,00643K,6,0,0,0.00
20260327,00643K,7,1,39000,30.70
20260327,00643K,8,0,0,0.00
20260327,00643K,9,1,78000,61.41
20260327,00643K,10,0,0,0.00
20260327,00643K,11,0,0,0.00
20260327,00643K,12,0,0,0.00
20260327,00643K,13,0,0,0.00
20260327,00643K,14,0,0,0.00
20260327,00643K,15,0,0,0.00
20260327,00643K,16,0,0,0.00
20260327,00643K,17,5,127000,100.00
20260327,00645 ,1,4881,1371545,2.44
20260327,00645 ,2,5057,10682450,19.07
20260327,00645 ,3,855,6517312,11.63
20260327,00645 ,4,251,3156548,5.63
20260327,00645 ,5,127,2312612,4.12
20260327,00645 ,6,100,2526268,4.51
20260327,00645 ,7,42,1496019,2.67
20260327,00645 ,8,26,1222924,2.18
20260327,00645 ,9,28,2089946,3.73
20260327,00645 ,10,18,2844653,5.08
20260327,00645 ,11,8,2094000,3.73
20260327,00645 ,12,3,1425000,2.54
20260327,00645 ,13,2,1445000,2.58
20260327,00645 ,14,2,1932000,3.45
20260327,00645 ,15,5,14880723,26.57
20260327,00645 ,16,0,0,0.00
20260327,00645 ,17,11405,55997000,100.00
20260327,00646 ,1,48022,13546822,2.57
20260327,00646 ,2,36842,78332881,14.87
20260327,00646 ,3,6627,48748489,9.25
20260327,00646 ,4,2303,28700313,5.45
20260327,00646 ,5,1266,22539037,4.28
20260327,00646 ,6,1072,26623248,5.05
20260327,00646 ,7,514,17930491,3.40
20260327,00646 ,8,284,12914395,2.45
20260327,00646 ,9,488,33858950,6.43
20260327,00646 ,10,185,24433826,4.64
20260327,00646 ,11,52,14847567,2.82
20260327,00646 ,12,24,11952096,2.27
20260327,00646 ,13,10,7038146,1.33
20260327,00646 ,14,4,3593000,0.68
20260327,00646 ,15,26,181425739,34.45
20260327,00646 ,16,0,0,0.00
20260327,00646 ,17,97719,526485000,100.00
20260327,00647L,1,1403,262054,3.78
20260327,00647L,2,678,1440788,20.83
20260327,00647L,3,110,817544,11.82
20260327,00647L,4,34,430093,6.21
20260327,00647L,5,17,302694,4.37
20260327,00647L,6,14,360300,5.20
20260327,00647L,7,8,298000,4.30
20260327,00647L,8,5,241983,3.49
20260327,00647L,9,9,680000,9.83
20260327,00647L,10,3,480217,6.94
20260327,00647L,11,1,298000,4.30
20260327,00647L,12,1,544327,7.87
20260327,00647L,13,1,760000,10.98
20260327,00647L,14,0,0,0.00
20260327,00647L,15,0,0,0.00
20260327,00647L,16,0,0,0.00
20260327,00647L,17,2284,6916000,100.00
20260327,00648R,1,93,14774,0.00
20260327,00648R,2,869,2316957,1.52
20260327,00648R,3,364,3057450,2.01
20260327,00648R,4,157,2098447,1.38
20260327,00648R,5,192,3631638,2.39
20260327,00648R,6,195,5166000,3.40
20260327,00648R,7,128,4681331,3.08
20260327,00648R,8,98,4669001,3.07
20260327,00648R,9,220,16293208,10.74
20260327,00648R,10,132,18828273,12.41
20260327,00648R,11,57,15992000,10.54
20260327,00648R,12,13,6286000,4.14
20260327,00648R,13,9,6229000,4.10
20260327,00648R,14,7,6588744,4.34
20260327,00648R,15,14,55835177,36.80
20260327,00648R,16,0,0,0.00
20260327,00648R,17,2548,151688000,100.00
20260327,00650L,1,252,45393,0.03
20260327,00650L,2,1034,2653532,2.11
20260327,00650L,3,441,3687875,2.94
20260327,00650L,4,204,2682739,2.14
20260327,00650L,5,179,3364919,2.68
20260327,00650L,6,195,5018541,4.00
20260327,00650L,7,111,4020820,3.20
20260327,00650L,8,79,3737300,2.98
20260327,00650L,9,204,14893444,11.88
20260327,00650L,10,86,12382000,9.87
20260327,00650L,11,60,16702539,13.32
20260327,00650L,12,16,8022000,6.40
20260327,00650L,13,7,4871354,3.88
20260327,00650L,14,6,5579000,4.45
20260327,00650L,15,16,37676544,30.05
20260327,00650L,16,0,0,0.00
